acteur,ligne,sentiment
Rachel,"Well it's not, honey I'm sorry, I guess I'm just nervous. I mean, it's you, ya know, it's us. I mean, we're crossing that line, sort of a big thing.",0.0572
Ross,"I, I know it's big, I just didn't know it was uh, ha-ha big.",0.0
Rachel,OK. [start kissing again and Rachel starts lauging again],0.7672
Ross,"OK, my hands were no where near your butt.",0.186
Rachel,"I know, I know, I know, I know. I was just thinking about when they were there the last time, I'm sorry. I'm sorry, I'm sorry. OK, OK, look, woah, I promise, I'm good, I'm not gonna laugh anymore. OK put your hands back there.",0.8472
Ross,"No see now, now I can't because uh, I'm feeling too self conscious.",-0.1779
Rachel,Just one cheek.,0.0
Ross,"Nuh, uh, the moment's gone.",0.0
Rachel,"Alright, just put your hands out and I'll back up into them.",0.25
Ross,That's romantic.,0.4019
Rachel,C'mon touch it.,0.0
Ross,No.,-0.296
Rachel,"Oh, come on squeeze it.",0.0
Ross,No.,-0.296
Rachel,Rub it.,0.0
Ross,No.,-0.296
Rachel,"Oh, come on, would you just grab my ass.",-0.5423
Joey,"Wow, look at that. The car is on fire, yet somehow it's expensive paint job is protected by the Miracle Wax.",0.8442
Chandler,You got a Cheeto on your face man.[Joey removes the Cheeto and eats it],0.0
Joey,Hi.,0.0
Chandler,Hey.,0.0
Joey,Hey.,0.0
Joey,What're you doin' here? Aren't you supposed to be out with Rachel?,0.0
Ross,That was 14 hours ago.,0.0
Chandler,So how'd it go?,0.0
Ross,"Oh. Listen, have you ever been uh, you know, foolin' around with a girl and uh, she started laughin'?",0.0
Chandler,"Yeah, but uh, it was 1982 and my flock of seagulls haircut was tickling her chin.",0.1531
Joey,She laughed at you?,0.4588
Ross,"Yeah. I don't know, I've been wanting this since like ninth grade typing, ya know. And I just want it to be perfect and right and. . . why isn't that laser beam cutting through the paint?",0.802
Chandler,It's the Miracle Wax.,0.5859
Joey,It certainly is a miracle.,0.7351
Rachel,Hi you guys.,0.0
Chandler,Hey.,0.0
Joey,Hey.,0.0
Ross,Hey.,0.0
Rachel,"Hi. Listen, I was um, thinkin' about. . .",0.0
Chandler,"Listen can you guys uh, speak up, it's harder for us to hear you when you lower your voice.",-0.296
Rachel,"OK, listen, I'm sorry about last night and I really want to make it up to you.",0.4983
Ross,"No, you, ya know there's no need to make it u. . . how?",-0.5267
Rachel,"Well, I was thinking maybe a um, a romantic dinner with um, candles and wine and then uh, maybe going back to my place for um, dessert.",0.5859
Ross,"Humm, that sounds, I don't, perfect.",-0.4585
Rachel,What's this.,0.0
Chandler,Could you get us a couple of beers?,0.0
Monica,Really.,0.0
Monica,"Good, they feel good, in my head.",0.7003
Monica,You too. DR. BURKE: You too.,0.0
Monica,"OK, um. Goodbye. DR. BURKE: Drops!",0.4981
Monica,"What? DR. BURKE: Drops. Here, they're free.",0.5106
Monica,"Thanks. So, I guess I better be going. DR. BURKE: Oh, OK, yeah. I'll see ya later.",0.881
Monica,Thanks again.,0.4404
Phoebe,We have got to get you lazy boys out of these chairs.,-0.3612
Chandler,"Hey, woah, hey, woah.",0.0
Joey,"Hey, woah, hey, woah.",0.0
Phoebe,You know you should go outside and be with the three-dimensional people.,0.0
Joey,"No, inside good, outside bad.",-0.4215
Phoebe,"You guys are so pathetic, I, oh, OH, XANADU! OH.",-0.7213
Chandler,She's one of us now.,0.0
Rachel,Hi you guys.,0.0
Ross,"Hey. CHANDLER, JOEY, and PHOEBE: Hey.",0.0
Ross,"Well we just wanted to stop by and uh, say goodnight. CHANDLER, JOEY, and PHOEBE: Goodnight.",-0.0258
Ross,"Look at that, they won't even turn their heads.",0.0
Rachel,"Alright you guys, I'm takin' off my shirt.",0.25
Joey,"[uses a dentist mirror to see] Naa, she's lyin'.",0.0
Monica,Stop sending food to our apartment.,-0.296
Ross,"Well, why're you all dressed up?",0.2732
Phoebe,You're not the only one who has a date tonight.,0.0
Ross,What? You have a date? Who with?,0.0
Monica,No one.,-0.296
Ross,"C'mon, what's his name?",0.0
Monica,Nothing.,0.0
Ross,"Come on, tell me.",0.0
Monica,"Alright, but I'm very excited about this OK, so you gotta promise you won't get all big-brothery and judgmental.",0.9059
Ross,"Oh, I promise, what.",0.3182
Monica,It's Richard Burke.,0.0
Ross,"Who's Richard Burke? Doc, Doctor Burke? You have a date with Doctor Burke? Why, why, why should that bother me? I, I love that man, he's like a uh, brother to dad.",0.7399
Monica,"Well for your information he happens to be one of the brightest, most sophisticated, sexiest men I've ever been with.",0.8748
Ross,Doctor Burke is sexy?,0.5267
Rachel,"Oh God, absolutely.",0.2732
Phoebe,"Oh God, absolutely.",0.2732
Ross,"[his beeper goes off] It's the museum again, can I, oh.",0.0
Rachel,"Ya know, Dr. Burke kissed me once.",0.3818
Monica,When?,0.0
Rachel,"When I was um, 7, I crashed my bike right out in front of his house and to stop me from crying he kissed me right here. [points to the tip of her nose]",-0.4019
Phoebe,Oh you are so lucky.,0.5598
Rachel,I know.,0.0
Ross,"[on the phone] Woah, woah, woah australopithicus isn't supposed to be in that display. No. No. No, n, homo-habilus was erect, australopithicus was never fully erect.",-0.6808
Chandler,Well maybe he was nervous.,0.0
Ross,"Oh look, I can't believe this. Look, homo-habilus hasn't even learned how to use tools yet and they've got him here wi, with clay pots. Why don't, why don't they just give him a microwave? I'm sorry, I'm sorry this is taking so long, ya know, I, I, it's just it's longer than I expected, we will have dinner.",-0.1531
Rachel,"It's OK, it's fine.",0.5766
Ross,KARL!,0.0
Monica,"Wow, is that Michelle? DR. BURKE: Yep.",0.7184
Monica,"I've not seen her since high school graduation. Oh my God, that night she got so dru. . . motional. DR. BURKE: Ya know, she's having another baby.",0.2732
Monica,I thought she just had one.,0.0
Monica,"Oh, you're a grandpa. DR. BURKE: Yeah. Are we nuts here?",-0.0258
Monica,"I don't know, maybe. I mean I'm dating a man who's pool I once peed in.",0.0
Monica,Yeah. DR. BURKE: So.,0.296
Monica,"So maybe we should just. . . DR. BURKE: Yeah, yeah, maybe.",0.5267
Monica,"Wow, this really sucks.",0.2516
Monica,"Well, we don't really have to decide anything right now, do we? DR. BURKE: No, no, there's no rush or anything.",-0.5423
Delivery Guy,Pizza delivery.,0.0
Monica,"Oh, I'm gonna kill those guys.",-0.6908
Ross,Rach.,0.0
Rachel,Oh.,0.0
Ross,I'm done.,0.0
Rachel,"Yeah well, you know what, so is uh, Sorentino's.",0.5106
Ross,"Wha, OK, I'm sorry, let's uh, why don't we find someplace else.",0.3885
Rachel,"No, you know what, it's late, everything's gonna be closed. Why don't we just do it another night?",-0.296
Ross,"No, no, we won't.",-0.5267
Rachel,We won't?,0.0
Ross,[grabs a fur pelt] C'mon.,0.0
Rachel,"OK, that's dead right?",-0.3328
Rachel,What is this? What are we doing?,0.0
Ross,Shh. Do you want cran-apple or cran-grape?,0.0772
Rachel,Grape.,0.0
Ross,"[spreads the pelt on the floor] OK, now, sit. OK. [he starts the music system]",0.7065
Rachel,"Oh, God.",0.2732
Ross,Sorry.,-0.0772
Rachel,"Ah, so what are we looking at?",0.0
Ross,"Well uh, you see that, that little cluster of stars next to the big one? That is Ursa Major.",0.2732
Rachel,Really?,0.0
Ross,"I've no idea, could be. Listen, I'm sorry I had to work tonight.",-0.3612
Rachel,"Oh it's OK. You were worth the wait, and I don't just mean tonight. [they kiss]",0.5904
Ross,You're not laughing.,-0.3875
Rachel,This time it's not so funny.,-0.464
Rachel,"Ah, oh God. Oh, honey, oh that's OK.",0.6166
Ross,"What. Oh no, you just rolled over the juice box.",-0.296
Rachel,"Oh, thank God.",0.5574
Ross,Hi.,0.0
Rachel,Hi you. I can't believe I'm waking up next to you.,0.0
Ross,I know it is pretty unbelievaaaaah.,0.4939
Rachel,What?,0.0
Ross,We're not alone. [A church youth group is outside the display watching them] CLOSING CREDITS,0.6089
Joey,Is that the fire alarm?,-0.5859
Chandler,"Yeah. [feels the floor] Oh it's not warm yet, we still have time.",0.1366
Joey,Cool. END,0.3182
Amber,Oh Drake.,0.0
Ross,"I'm sorry I'm late, what happened?",-0.0772
Monica,"We, we just wanna see the end.",0.0
Amber,I want you Drake.,0.0772
Amber,What? DR. REMORE: There's something I never told you Amber. I'm actually your half- brother.,0.0
Rachel,So what happens next?,0.0
Joey,"Well, I get the medical award for separating the siamese twins. Then Amber and I go to Venezuela to meet our other half-brother, Ramone. And that's where I find the world's biggest emerald. It's really big but it's cursed.",0.4215
Chandler,God that is good TV. OPENING TITLES,0.6124
Chandler,"Phoebs, play with meeee.",0.34
Phoebe,"No. This game is grotesque. Twenty armless guys joined at the waist by a steel bar, forced to play soccer forever. Ahh, hello, human-rights violation.",-0.7184
Chandler,"Ya know Phoebs, don't feel so bad for 'em. After they're done playing, I break out the little plastic women and everybody has a pretty good time.",0.3418
Phoebe,Why don't you play with your roommate?,-0.2584
Chandler,"Ah he's a, he's not a big fan of foosball.",-0.2411
Phoebe,"Uh oh, ooh, are we not getting along with the new boy?",0.0
Chandler,"No he's, he's alright, just uh, he spends most of his time in his room.",-0.0516
Phoebe,"Maybe that's because you haven't taken the time to get to know him. Let's remedy that, shall we?",0.0
Chandler,We don't need to remedy that.,0.0
Phoebe,"Oh yeah, it'll be fun. [throws a tennis ball at Eddie's bedroom door]",0.6705
Eddie,What was that?,0.0
Phoebe,"Hi, um, I just thought that it would be fun if the three of us had some beers and got to know each other.",0.5106
Eddie,"Yeah alright, that sounds alright.",0.6369
Phoebe,"Oh good, ok. Oh nooo, I have to go because I'm late for my um, Green Eggs and Ham discussion group. Um tonight it's why he would not eat them on a train. Have fun bye.",0.8126
Chandler,That was so lame.,-0.5598
Phoebe,"I know, yeah. Ok, talk to him. [leaves]",0.5267
Chandler,"So, you uh, you think that Speed Racer guy gets a lot of tickets er?",0.0
Eddie,"That's good, that's good. So, so, so who broke up with who?",0.3523
Chandler,What're you kidding? I broke up with her. She actually thought that Sean Penn was the capital of Cambodia.,-0.34
Eddie,"That's good man, when everybody knows that the uh, the capital of Cambodia is uh...",0.4404
Chandler,Well it's not Sean Penn.,0.2732
Eddie,"Not Sean Penn. Alright, I, I've got a funny one, alright. My last girlfriend Tilly. Ok, we're eating breakfast, right, and I made all these pancakes, there was like 50 pancakes right. And all of the sudden she turns to me, alright, and she says, 'Eddie.' I say, 'yeah,' she says, 'Eddie, I don't want to see you anymore.' And it was literally like she had reached into my chest, ripped out my heart, and smeared it all over my life, ya know. And now there's like this incredible abyss, ya know, and I'm falling and I keep falling and I don't think I'm ever gonna stop. [finishes laughing] That uh, wasn't such a funny story, was it?",0.9107
Phoebe,"And a crusty old man said I'll do what I can and the rest of the rats played moroccas. That's it, thanks, good night.",0.802
Richard,"Phoebe's got another job, right?",0.0
Rachel,Great set tonight Phoebs.,0.6249
Phoebe,I know.,0.0
Ross,"Well, we should probably get going.",0.2732
Richard,"Um, we should go too, I got patients at 8 in the moring.",0.0
Monica,"Ya know, I was thinking. Ya know how we always stay at your apartment? Well, I thought maybe tonight we'd stay at my place.",0.2732
Richard,"I don't know, I don't have my jammies.",0.0
Monica,"Well, maybe you don't need them.",0.2732
Ross,"My baby sister, ladies and gentlemen.",0.0
Monica,"Shut up, I'm happy.",0.5719
Phoebe,"Oh, this is so nice. Alright I have to make a speech. I just wanna say that of all the guys that Monica has been with, and that is a lot, I like you the best.",0.9117
Richard,"Oh, thank you Phoebs. That's very sweet.",0.6997
Phoebe,Ok.,0.296
Richard,"Hear that? She likes me best, and apparently there've been a lot.",0.7906
Monica,"Not a lot, Phoebe's kidding, Phoebe's crazy.",-0.4011
Rachel,Phoebe's dead.,-0.6486
Tilly,Hi.,0.0
Chandler,Hi.,0.0
Tilly,I'm looking for Eddie Minowick.,0.0
Chandler,"Oh, uh, he's not here right now, uh, I'm Chandler, can I take a message, or, or a fishtank?",0.0
Tilly,Thanks.,0.4404
Chandler,"Oh, oh, c'mon in.",0.0
Tilly,I'm Tilly.,0.0
Chandler,Oh.,0.0
Tilly,I gather by that oh that he told you about me.,0.0
Chandler,"Oh yeah, your uh, name came up in a uh, conversation that terrified me to my very soul.",-0.4215
Tilly,He's kind of intense huh?,0.0018
Chandler,"Yes. Hey, can I ask you, is Eddie a little...",0.4019
Eddie,[walks around corner] A little what?,0.0
Chandler,Bit country? C'mon in here you roomie.,0.0
Eddie,Hello Tilly.,0.0
Tilly,"Eddie, I just came by to drop off your tank.",-0.2732
Eddie,That's very thoughtful of you. It's very thougtful.,0.4391
Tilly,"Well, ok then. I'm gonna go. Bye.",0.5106
Eddie,Bye-bye.,0.0
Chandler,Bye.,0.0
Chandler,"So, we gettin' a fish?",0.0
Eddie,You had sex with her didn't you?,0.0
Joey,"Phoebs, check it out, check it out, check it out, check it out.",0.0
Phoebe,"Oh, ooh, Soap Opera Digest, oh that's one of my favorite digests.",0.4588
Joey,"Page 42, page 42, page 42.",0.0
Phoebe,"Ok, ok, ok. Ooh, hey 'new doc on the block, Days of Our Lives' Joey Tribbiani.' Ooh, cool picture.",0.6124
Joey,"Ooh, I look good.",0.4404
Phoebe,"Hey is this true, that you write a lot of your own lines?",0.5023
Joey,"Uh, well, kinda yeah. Like, remember last week when Alex was in the accident? Well the line in the script was, 'If we don't get this woman to a hospital, she's going to die.' But I made it, ' If this woman doesn't get to a hospital, she's not gonna live.'",0.2765
Phoebe,"Ohh, ok, I see what you did there. Aren't you afraid though, that the writers are gonna be kinda mad when they read this?",-0.1796
Joey,"Huh? Never really thought about the writers. The scripts just kinda come to my house. But you know what? This makes me look good, which makes the show look good, which makes the writers look good so how could they be mad about that?",0.8312
Joey,"I fall down an elevator shaft? What the hell does this mean, I fall down an elevator shaft?",-0.7149
Delivery Guy,"Uhh, I don't know, I just bring the scripts.",0.0
Joey,"They can't kill me, I'm Francesca's long lost son.",0.3481
Delivery Guy,Right. Could you sign this?,0.0
Joey,"No. No way, I'm not signing that.",-0.5267
Delivery Guy,I don't think that's gonna affect the plot of the show.,0.0
Joey,How can they do this to me?,0.0
Delivery Guy,"Er, uh, I'm just gonna go. Sorry.",-0.0772
Monica,"Well it wasn't that many guys. I mean, if you consider how many guys there actually are, it's a very small percentage.",0.2732
Rachel,"Hey, it's not that big a deal, I was just curious.",0.3182
Ross,G'night.,0.0
Richard,Night Richard. Good luck Mon.,0.7096
Monica,"Alright, before I tell you, uh, why don't you tell me how many women you've been with.",0.25
